赛事,样本量,理论概率_胜,理论概率_平,理论概率_负,真实频率_胜,真实频率_平,真实频率_负,卡方统计量,P值,当前期数id
美洲杯,31.0,0.462,0.248,0.29,0.387,0.323,0.29,1.071,0.585,25007
美职,65.0,0.506,0.238,0.256,0.569,0.2,0.231,1.063,0.588,25007
英冠,130.0,0.425,0.261,0.314,0.431,0.231,0.338,0.708,0.702,25007
英甲,10.0,0.379,0.268,0.354,0.6,0.4,0.0,5.481,0.065,25007
英超,311.0,0.453,0.226,0.321,0.418,0.277,0.305,4.51,0.105,25007
荷乙,63.0,0.452,0.239,0.308,0.381,0.286,0.333,1.4,0.496,25007
荷兰杯,4.0,0.451,0.172,0.378,0.5,0.25,0.25,0.337,0.845,25007
荷甲,40.0,0.396,0.233,0.371,0.35,0.275,0.375,0.516,0.772,25007
葡萄牙杯,5.0,0.415,0.257,0.327,0.4,0.4,0.2,0.646,0.724,25007
葡超,76.0,0.423,0.24,0.337,0.355,0.289,0.355,1.67,0.434,25007
西甲,223.0,0.441,0.259,0.3,0.444,0.251,0.305,0.078,0.962,25007
解放者杯,21.0,0.52,0.254,0.226,0.429,0.286,0.286,0.748,0.688,25007
足总杯,29.0,0.477,0.212,0.311,0.414,0.276,0.31,0.808,0.668,25007
非洲杯,6.0,0.469,0.305,0.225,0.667,0.167,0.167,0.967,0.617,25007
J2联赛,12.0,0.309,0.275,0.417,0.333,0.25,0.417,0.05,0.975,25008
J联赛,25.0,0.418,0.27,0.311,0.52,0.36,0.12,4.301,0.116,25008
世亚预,80.0,0.482,0.212,0.306,0.412,0.312,0.275,4.841,0.089,25008
世南美预,17.0,0.456,0.252,0.292,0.588,0.412,0.0,7.347,0.025,25008
亚冠,35.0,0.498,0.231,0.272,0.6,0.286,0.114,4.389,0.111,25008
亚洲杯,12.0,0.395,0.26,0.345,0.333,0.417,0.25,1.564,0.458,25008
友谊赛,40.0,0.536,0.224,0.24,0.475,0.3,0.225,1.333,0.513,25008
国王杯,3.0,0.51,0.279,0.212,0.333,0.667,0.0,2.437,0.296,25008
天皇杯,31.0,0.385,0.24,0.376,0.452,0.097,0.452,3.475,0.176,25008
奥运女足,22.0,0.468,0.214,0.318,0.5,0.045,0.455,4.264,0.119,25008
奥运男足,27.0,0.421,0.24,0.339,0.481,0.111,0.407,2.465,0.292,25008
德乙,57.0,0.437,0.251,0.312,0.456,0.193,0.351,1.073,0.585,25008
德国杯,19.0,0.451,0.213,0.337,0.579,0.105,0.316,1.745,0.418,25008
德甲,248.0,0.447,0.227,0.326,0.415,0.25,0.335,1.185,0.553,25008
德超杯,1.0,0.549,0.232,0.219,0.0,1.0,0.0,3.308,0.191,25008
意大利杯,18.0,0.579,0.237,0.184,0.778,0.056,0.167,3.749,0.153,25008
意甲,232.0,0.42,0.26,0.32,0.362,0.341,0.297,7.981,0.018,25008
意超杯,1.0,0.535,0.266,0.199,1.0,0.0,0.0,0.869,0.648,25008
挪超,67.0,0.468,0.237,0.295,0.373,0.299,0.328,2.612,0.271,25008
日联杯,10.0,0.276,0.263,0.461,0.3,0.4,0.3,1.294,0.524,25008
欧冠,151.0,0.469,0.228,0.303,0.49,0.199,0.311,0.731,0.694,25008
欧协联,55.0,0.473,0.244,0.282,0.436,0.309,0.255,1.256,0.534,25008
欧国联,112.0,0.446,0.244,0.31,0.438,0.241,0.321,0.073,0.964,25008
欧洲杯,51.0,0.41,0.256,0.333,0.333,0.373,0.294,3.65,0.161,25008
欧洲超级杯,1.0,0.615,0.211,0.174,1.0,0.0,0.0,0.627,0.731,25008
欧联,146.0,0.469,0.24,0.29,0.486,0.253,0.26,0.652,0.722,25008
欧预赛,8.0,0.505,0.262,0.233,0.625,0.25,0.125,0.631,0.73,25008
法乙,91.0,0.411,0.282,0.307,0.473,0.253,0.275,1.417,0.492,25008
法国杯,9.0,0.443,0.217,0.341,0.444,0.333,0.222,0.931,0.628,25008
法甲,130.0,0.437,0.247,0.317,0.392,0.269,0.338,1.058,0.589,25008
瑞典超,66.0,0.443,0.25,0.306,0.591,0.091,0.318,9.952,0.007,25008
社区盾杯,1.0,0.508,0.243,0.249,0.0,1.0,0.0,3.117,0.21,25008
美洲杯,31.0,0.462,0.248,0.29,0.387,0.323,0.29,1.071,0.585,25008
美职,65.0,0.506,0.238,0.256,0.569,0.2,0.231,1.063,0.588,25008
英冠,132.0,0.425,0.261,0.314,0.424,0.242,0.333,0.34,0.844,25008
英甲,10.0,0.379,0.268,0.354,0.6,0.4,0.0,5.481,0.065,25008
英超,315.0,0.451,0.226,0.323,0.416,0.283,0.302,5.666,0.059,25008
荷乙,60.0,0.452,0.239,0.309,0.35,0.3,0.35,2.663,0.264,25008
荷兰杯,4.0,0.451,0.172,0.378,0.5,0.25,0.25,0.337,0.845,25008
荷甲,39.0,0.395,0.232,0.373,0.333,0.282,0.385,0.804,0.669,25008
葡萄牙杯,5.0,0.415,0.257,0.327,0.4,0.4,0.2,0.646,0.724,25008
葡超,76.0,0.423,0.24,0.337,0.355,0.289,0.355,1.67,0.434,25008
西甲,222.0,0.442,0.259,0.299,0.446,0.252,0.302,0.049,0.976,25008
解放者杯,21.0,0.52,0.254,0.226,0.429,0.286,0.286,0.748,0.688,25008
足总杯,25.0,0.502,0.204,0.294,0.48,0.2,0.32,0.082,0.96,25008
非洲杯,6.0,0.469,0.305,0.225,0.667,0.167,0.167,0.967,0.617,25008
J2联赛,12.0,0.309,0.275,0.417,0.333,0.25,0.417,0.05,0.975,25009
J联赛,25.0,0.418,0.27,0.311,0.52,0.36,0.12,4.301,0.116,25009
世亚预,80.0,0.482,0.212,0.306,0.412,0.312,0.275,4.841,0.089,25009
世南美预,17.0,0.456,0.252,0.292,0.588,0.412,0.0,7.347,0.025,25009
亚冠,35.0,0.498,0.231,0.272,0.6,0.286,0.114,4.389,0.111,25009
亚洲杯,12.0,0.395,0.26,0.345,0.333,0.417,0.25,1.564,0.458,25009
友谊赛,40.0,0.536,0.224,0.24,0.475,0.3,0.225,1.333,0.513,25009
国王杯,3.0,0.51,0.279,0.212,0.333,0.667,0.0,2.437,0.296,25009
天皇杯,31.0,0.385,0.24,0.376,0.452,0.097,0.452,3.475,0.176,25009
奥运女足,22.0,0.468,0.214,0.318,0.5,0.045,0.455,4.264,0.119,25009
奥运男足,27.0,0.421,0.24,0.339,0.481,0.111,0.407,2.465,0.292,25009
德乙,57.0,0.437,0.251,0.312,0.456,0.193,0.351,1.073,0.585,25009
德国杯,19.0,0.451,0.213,0.337,0.579,0.105,0.316,1.745,0.418,25009
德甲,247.0,0.448,0.227,0.324,0.421,0.243,0.336,0.774,0.679,25009
德超杯,1.0,0.549,0.232,0.219,0.0,1.0,0.0,3.308,0.191,25009
意大利杯,18.0,0.579,0.237,0.184,0.778,0.056,0.167,3.749,0.153,25009
意甲,230.0,0.418,0.261,0.322,0.361,0.339,0.3,7.569,0.023,25009
意超杯,1.0,0.535,0.266,0.199,1.0,0.0,0.0,0.869,0.648,25009
挪超,67.0,0.468,0.237,0.295,0.373,0.299,0.328,2.612,0.271,25009
日联杯,10.0,0.276,0.263,0.461,0.3,0.4,0.3,1.294,0.524,25009
欧冠,151.0,0.469,0.228,0.303,0.49,0.199,0.311,0.731,0.694,25009
欧协联,55.0,0.473,0.244,0.282,0.436,0.309,0.255,1.256,0.534,25009
欧国联,112.0,0.446,0.244,0.31,0.438,0.241,0.321,0.073,0.964,25009
欧洲杯,51.0,0.41,0.256,0.333,0.333,0.373,0.294,3.65,0.161,25009
欧洲超级杯,1.0,0.615,0.211,0.174,1.0,0.0,0.0,0.627,0.731,25009
欧联,146.0,0.469,0.24,0.29,0.486,0.253,0.26,0.652,0.722,25009
欧预赛,8.0,0.505,0.262,0.233,0.625,0.25,0.125,0.631,0.73,25009
法乙,91.0,0.411,0.282,0.307,0.473,0.253,0.275,1.417,0.492,25009
法国杯,11.0,0.456,0.224,0.32,0.545,0.273,0.182,0.962,0.618,25009
法甲,130.0,0.437,0.247,0.317,0.392,0.269,0.338,1.058,0.589,25009
瑞典超,66.0,0.443,0.25,0.306,0.591,0.091,0.318,9.952,0.007,25009
社区盾杯,1.0,0.508,0.243,0.249,0.0,1.0,0.0,3.117,0.21,25009
美洲杯,31.0,0.462,0.248,0.29,0.387,0.323,0.29,1.071,0.585,25009
美职,65.0,0.506,0.238,0.256,0.569,0.2,0.231,1.063,0.588,25009
英冠,132.0,0.425,0.261,0.314,0.424,0.242,0.333,0.34,0.844,25009
英甲,10.0,0.379,0.268,0.354,0.6,0.4,0.0,5.481,0.065,25009
英超,321.0,0.452,0.226,0.322,0.417,0.277,0.305,4.766,0.092,25009
荷乙,60.0,0.452,0.239,0.309,0.35,0.3,0.35,2.663,0.264,25009
荷兰杯,4.0,0.451,0.172,0.378,0.5,0.25,0.25,0.337,0.845,25009
荷甲,39.0,0.395,0.232,0.373,0.333,0.282,0.385,0.804,0.669,25009
葡萄牙杯,5.0,0.415,0.257,0.327,0.4,0.4,0.2,0.646,0.724,25009
葡超,76.0,0.423,0.24,0.337,0.355,0.289,0.355,1.67,0.434,25009
西甲,222.0,0.442,0.259,0.299,0.446,0.252,0.302,0.049,0.976,25009
解放者杯,21.0,0.52,0.254,0.226,0.429,0.286,0.286,0.748,0.688,25009
足总杯,20.0,0.507,0.201,0.292,0.55,0.2,0.25,0.197,0.906,25009
非洲杯,6.0,0.469,0.305,0.225,0.667,0.167,0.167,0.967,0.617,25009
J2联赛,12.0,0.309,0.275,0.417,0.333,0.25,0.417,0.05,0.975,25010
J联赛,25.0,0.418,0.27,0.311,0.52,0.36,0.12,4.301,0.116,25010
世亚预,80.0,0.482,0.212,0.306,0.412,0.312,0.275,4.841,0.089,25010
世南美预,17.0,0.456,0.252,0.292,0.588,0.412,0.0,7.347,0.025,25010
亚冠,35.0,0.498,0.231,0.272,0.6,0.286,0.114,4.389,0.111,25010
亚洲杯,10.0,0.374,0.266,0.36,0.3,0.4,0.3,0.926,0.629,25010
友谊赛,40.0,0.536,0.224,0.24,0.475,0.3,0.225,1.333,0.513,25010
国王杯,3.0,0.51,0.279,0.212,0.333,0.667,0.0,2.437,0.296,25010
天皇杯,31.0,0.385,0.24,0.376,0.452,0.097,0.452,3.475,0.176,25010
奥运女足,22.0,0.468,0.214,0.318,0.5,0.045,0.455,4.264,0.119,25010
奥运男足,27.0,0.421,0.24,0.339,0.481,0.111,0.407,2.465,0.292,25010
德乙,59.0,0.433,0.251,0.316,0.441,0.203,0.356,0.846,0.655,25010
德国杯,19.0,0.451,0.213,0.337,0.579,0.105,0.316,1.745,0.418,25010
德甲,246.0,0.446,0.228,0.326,0.419,0.244,0.337,0.807,0.668,25010
德超杯,1.0,0.549,0.232,0.219,0.0,1.0,0.0,3.308,0.191,25010
意大利杯,18.0,0.579,0.237,0.184,0.778,0.056,0.167,3.749,0.153,25010
意甲,227.0,0.419,0.26,0.321,0.361,0.339,0.3,7.664,0.022,25010
意超杯,1.0,0.535,0.266,0.199,1.0,0.0,0.0,0.869,0.648,25010
挪超,67.0,0.468,0.237,0.295,0.373,0.299,0.328,2.612,0.271,25010
日联杯,10.0,0.276,0.263,0.461,0.3,0.4,0.3,1.294,0.524,25010
欧冠,151.0,0.469,0.228,0.303,0.49,0.199,0.311,0.731,0.694,25010
欧协联,55.0,0.473,0.244,0.282,0.436,0.309,0.255,1.256,0.534,25010
欧国联,112.0,0.446,0.244,0.31,0.438,0.241,0.321,0.073,0.964,25010
欧洲杯,51.0,0.41,0.256,0.333,0.333,0.373,0.294,3.65,0.161,25010
欧洲超级杯,1.0,0.615,0.211,0.174,1.0,0.0,0.0,0.627,0.731,25010
欧联,146.0,0.469,0.24,0.29,0.486,0.253,0.26,0.652,0.722,25010
欧预赛,8.0,0.505,0.262,0.233,0.625,0.25,0.125,0.631,0.73,25010
法乙,93.0,0.411,0.282,0.307,0.473,0.247,0.28,1.514,0.469,25010
法国杯,11.0,0.456,0.224,0.32,0.545,0.273,0.182,0.962,0.618,25010
法甲,132.0,0.435,0.247,0.318,0.402,0.265,0.333,0.628,0.731,25010
瑞典超,66.0,0.443,0.25,0.306,0.591,0.091,0.318,9.952,0.007,25010
社区盾杯,1.0,0.508,0.243,0.249,0.0,1.0,0.0,3.117,0.21,25010
美洲杯,31.0,0.462,0.248,0.29,0.387,0.323,0.29,1.071,0.585,25010
美职,65.0,0.506,0.238,0.256,0.569,0.2,0.231,1.063,0.588,25010
英冠,133.0,0.425,0.262,0.314,0.421,0.248,0.331,0.224,0.894,25010
英甲,10.0,0.379,0.268,0.354,0.6,0.4,0.0,5.481,0.065,25010
英超,321.0,0.452,0.226,0.322,0.417,0.277,0.305,4.766,0.092,25010
荷乙,63.0,0.459,0.237,0.303,0.381,0.286,0.333,1.647,0.439,25010
荷兰杯,4.0,0.451,0.172,0.378,0.5,0.25,0.25,0.337,0.845,25010
荷甲,39.0,0.395,0.232,0.373,0.333,0.282,0.385,0.804,0.669,25010
葡萄牙杯,5.0,0.415,0.257,0.327,0.4,0.4,0.2,0.646,0.724,25010
葡超,77.0,0.428,0.239,0.333,0.364,0.286,0.351,1.505,0.471,25010
西甲,219.0,0.443,0.259,0.298,0.452,0.247,0.301,0.171,0.918,25010
解放者杯,21.0,0.52,0.254,0.226,0.429,0.286,0.286,0.748,0.688,25010
足总杯,18.0,0.502,0.202,0.296,0.556,0.222,0.222,0.472,0.79,25010
非洲杯,6.0,0.469,0.305,0.225,0.667,0.167,0.167,0.967,0.617,25010
J2联赛,12.0,0.309,0.275,0.417,0.333,0.25,0.417,0.05,0.975,25011
J联赛,25.0,0.418,0.27,0.311,0.52,0.36,0.12,4.301,0.116,25011
世亚预,80.0,0.482,0.212,0.306,0.412,0.312,0.275,4.841,0.089,25011
世南美预,17.0,0.456,0.252,0.292,0.588,0.412,0.0,7.347,0.025,25011
亚冠,35.0,0.498,0.231,0.272,0.6,0.286,0.114,4.389,0.111,25011
亚洲杯,6.0,0.313,0.261,0.427,0.167,0.5,0.333,1.849,0.397,25011
友谊赛,40.0,0.536,0.224,0.24,0.475,0.3,0.225,1.333,0.513,25011
国王杯,3.0,0.51,0.279,0.212,0.333,0.667,0.0,2.437,0.296,25011
天皇杯,31.0,0.385,0.24,0.376,0.452,0.097,0.452,3.475,0.176,25011
奥运女足,22.0,0.468,0.214,0.318,0.5,0.045,0.455,4.264,0.119,25011
奥运男足,27.0,0.421,0.24,0.339,0.481,0.111,0.407,2.465,0.292,25011
德乙,59.0,0.433,0.251,0.316,0.441,0.203,0.356,0.846,0.655,25011
德国杯,19.0,0.451,0.213,0.337,0.579,0.105,0.316,1.745,0.418,25011
德甲,251.0,0.449,0.227,0.324,0.422,0.243,0.335,0.752,0.687,25011
德超杯,1.0,0.549,0.232,0.219,0.0,1.0,0.0,3.308,0.191,25011
意大利杯,18.0,0.579,0.237,0.184,0.778,0.056,0.167,3.749,0.153,25011
意甲,228.0,0.42,0.26,0.32,0.364,0.338,0.298,7.31,0.026,25011
意超杯,1.0,0.535,0.266,0.199,1.0,0.0,0.0,0.869,0.648,25011
挪超,67.0,0.468,0.237,0.295,0.373,0.299,0.328,2.612,0.271,25011
日联杯,10.0,0.276,0.263,0.461,0.3,0.4,0.3,1.294,0.524,25011
欧冠,151.0,0.469,0.228,0.303,0.49,0.199,0.311,0.731,0.694,25011
欧协联,55.0,0.473,0.244,0.282,0.436,0.309,0.255,1.256,0.534,25011
欧国联,112.0,0.446,0.244,0.31,0.438,0.241,0.321,0.073,0.964,25011
欧洲杯,51.0,0.41,0.256,0.333,0.333,0.373,0.294,3.65,0.161,25011
欧洲超级杯,1.0,0.615,0.211,0.174,1.0,0.0,0.0,0.627,0.731,25011
欧联,146.0,0.469,0.24,0.29,0.486,0.253,0.26,0.652,0.722,25011
欧预赛,8.0,0.505,0.262,0.233,0.625,0.25,0.125,0.631,0.73,25011
法乙,93.0,0.411,0.282,0.307,0.473,0.247,0.28,1.514,0.469,25011
法国杯,11.0,0.456,0.224,0.32,0.545,0.273,0.182,0.962,0.618,25011
法甲,133.0,0.434,0.247,0.32,0.398,0.263,0.338,0.679,0.712,25011
瑞典超,66.0,0.443,0.25,0.306,0.591,0.091,0.318,9.952,0.007,25011
社区盾杯,1.0,0.508,0.243,0.249,0.0,1.0,0.0,3.117,0.21,25011
美洲杯,31.0,0.462,0.248,0.29,0.387,0.323,0.29,1.071,0.585,25011
美职,65.0,0.506,0.238,0.256,0.569,0.2,0.231,1.063,0.588,25011
英冠,133.0,0.425,0.262,0.314,0.421,0.248,0.331,0.224,0.894,25011
英甲,10.0,0.379,0.268,0.354,0.6,0.4,0.0,5.481,0.065,25011
英超,321.0,0.452,0.226,0.322,0.414,0.277,0.308,4.837,0.089,25011
荷乙,63.0,0.459,0.237,0.303,0.381,0.286,0.333,1.647,0.439,25011
荷兰杯,4.0,0.451,0.172,0.378,0.5,0.25,0.25,0.337,0.845,25011
荷甲,39.0,0.395,0.232,0.373,0.333,0.282,0.385,0.804,0.669,25011
葡萄牙杯,5.0,0.415,0.257,0.327,0.4,0.4,0.2,0.646,0.724,25011
葡超,77.0,0.428,0.239,0.333,0.364,0.286,0.351,1.505,0.471,25011
西甲,220.0,0.442,0.258,0.3,0.445,0.25,0.305,0.083,0.959,25011
解放者杯,21.0,0.52,0.254,0.226,0.429,0.286,0.286,0.748,0.688,25011
足总杯,17.0,0.497,0.201,0.302,0.529,0.235,0.235,0.383,0.826,25011
非洲杯,3.0,0.443,0.304,0.253,0.667,0.333,0.0,1.108,0.575,25011
J2联赛,12.0,0.309,0.275,0.417,0.333,0.25,0.417,0.05,0.975,25012
J联赛,25.0,0.418,0.27,0.311,0.52,0.36,0.12,4.301,0.116,25012
世亚预,80.0,0.482,0.212,0.306,0.412,0.312,0.275,4.841,0.089,25012
世南美预,17.0,0.456,0.252,0.292,0.588,0.412,0.0,7.347,0.025,25012
亚冠,35.0,0.498,0.231,0.272,0.6,0.286,0.114,4.389,0.111,25012
亚洲杯,4.0,0.275,0.304,0.422,0.25,0.5,0.25,0.797,0.671,25012
友谊赛,40.0,0.536,0.224,0.24,0.475,0.3,0.225,1.333,0.513,25012
国王杯,3.0,0.51,0.279,0.212,0.333,0.667,0.0,2.437,0.296,25012
天皇杯,31.0,0.385,0.24,0.376,0.452,0.097,0.452,3.475,0.176,25012
奥运女足,22.0,0.468,0.214,0.318,0.5,0.045,0.455,4.264,0.119,25012
奥运男足,27.0,0.421,0.24,0.339,0.481,0.111,0.407,2.465,0.292,25012
德乙,59.0,0.433,0.251,0.316,0.441,0.203,0.356,0.846,0.655,25012
德国杯,18.0,0.449,0.21,0.341,0.611,0.111,0.278,2.098,0.35,25012
德甲,253.0,0.448,0.228,0.324,0.423,0.241,0.336,0.684,0.71,25012
德超杯,1.0,0.549,0.232,0.219,0.0,1.0,0.0,3.308,0.191,25012
意大利杯,18.0,0.579,0.237,0.184,0.778,0.056,0.167,3.749,0.153,25012
意甲,232.0,0.421,0.26,0.319,0.366,0.336,0.297,7.169,0.028,25012
意超杯,1.0,0.535,0.266,0.199,1.0,0.0,0.0,0.869,0.648,25012
挪超,67.0,0.468,0.237,0.295,0.373,0.299,0.328,2.612,0.271,25012
日联杯,10.0,0.276,0.263,0.461,0.3,0.4,0.3,1.294,0.524,25012
欧冠,151.0,0.469,0.228,0.303,0.49,0.199,0.311,0.731,0.694,25012
欧协联,55.0,0.473,0.244,0.282,0.436,0.309,0.255,1.256,0.534,25012
欧国联,112.0,0.446,0.244,0.31,0.438,0.241,0.321,0.073,0.964,25012
欧洲杯,51.0,0.41,0.256,0.333,0.333,0.373,0.294,3.65,0.161,25012
欧洲超级杯,1.0,0.615,0.211,0.174,1.0,0.0,0.0,0.627,0.731,25012
欧联,146.0,0.469,0.24,0.29,0.486,0.253,0.26,0.652,0.722,25012
欧预赛,8.0,0.505,0.262,0.233,0.625,0.25,0.125,0.631,0.73,25012
法乙,93.0,0.411,0.282,0.307,0.473,0.247,0.28,1.514,0.469,25012
法国杯,11.0,0.456,0.224,0.32,0.545,0.273,0.182,0.962,0.618,25012
法甲,134.0,0.435,0.246,0.319,0.396,0.269,0.336,0.88,0.644,25012
瑞典超,66.0,0.443,0.25,0.306,0.591,0.091,0.318,9.952,0.007,25012
社区盾杯,1.0,0.508,0.243,0.249,0.0,1.0,0.0,3.117,0.21,25012
美洲杯,31.0,0.462,0.248,0.29,0.387,0.323,0.29,1.071,0.585,25012
美职,65.0,0.506,0.238,0.256,0.569,0.2,0.231,1.063,0.588,25012
英冠,132.0,0.425,0.262,0.313,0.424,0.242,0.333,0.351,0.839,25012
英甲,10.0,0.379,0.268,0.354,0.6,0.4,0.0,5.481,0.065,25012
英超,320.0,0.45,0.227,0.324,0.412,0.275,0.312,4.39,0.111,25012
荷乙,63.0,0.459,0.237,0.303,0.381,0.286,0.333,1.647,0.439,25012
荷兰杯,4.0,0.451,0.172,0.378,0.5,0.25,0.25,0.337,0.845,25012
荷甲,39.0,0.395,0.232,0.373,0.333,0.282,0.385,0.804,0.669,25012
葡萄牙杯,5.0,0.415,0.257,0.327,0.4,0.4,0.2,0.646,0.724,25012
葡超,75.0,0.424,0.239,0.337,0.373,0.267,0.36,0.799,0.671,25012
西甲,220.0,0.442,0.259,0.299,0.445,0.255,0.3,0.023,0.989,25012
解放者杯,21.0,0.52,0.254,0.226,0.429,0.286,0.286,0.748,0.688,25012
足总杯,17.0,0.497,0.201,0.302,0.529,0.235,0.235,0.383,0.826,25012
非洲杯,3.0,0.443,0.304,0.253,0.667,0.333,0.0,1.108,0.575,25012
J2联赛,12.0,0.309,0.275,0.417,0.333,0.25,0.417,0.05,0.975,25013
J联赛,25.0,0.418,0.27,0.311,0.52,0.36,0.12,4.301,0.116,25013
世亚预,80.0,0.482,0.212,0.306,0.412,0.312,0.275,4.841,0.089,25013
世南美预,17.0,0.456,0.252,0.292,0.588,0.412,0.0,7.347,0.025,25013
亚冠,35.0,0.498,0.231,0.272,0.6,0.286,0.114,4.389,0.111,25013
亚洲杯,2.0,0.283,0.302,0.415,0.5,0.5,0.0,1.421,0.491,25013
友谊赛,40.0,0.536,0.224,0.24,0.475,0.3,0.225,1.333,0.513,25013
国王杯,3.0,0.51,0.279,0.212,0.333,0.667,0.0,2.437,0.296,25013
天皇杯,31.0,0.385,0.24,0.376,0.452,0.097,0.452,3.475,0.176,25013
奥运女足,22.0,0.468,0.214,0.318,0.5,0.045,0.455,4.264,0.119,25013
奥运男足,27.0,0.421,0.24,0.339,0.481,0.111,0.407,2.465,0.292,25013
德乙,57.0,0.431,0.251,0.317,0.456,0.175,0.368,1.859,0.395,25013
德国杯,18.0,0.449,0.21,0.341,0.611,0.111,0.278,2.098,0.35,25013
德甲,252.0,0.449,0.228,0.323,0.425,0.238,0.337,0.612,0.736,25013
德超杯,1.0,0.549,0.232,0.219,0.0,1.0,0.0,3.308,0.191,25013
意大利杯,18.0,0.579,0.237,0.184,0.778,0.056,0.167,3.749,0.153,25013
意甲,231.0,0.422,0.26,0.319,0.364,0.338,0.299,7.517,0.023,25013
意超杯,1.0,0.535,0.266,0.199,1.0,0.0,0.0,0.869,0.648,25013
挪超,67.0,0.468,0.237,0.295,0.373,0.299,0.328,2.612,0.271,25013
日联杯,10.0,0.276,0.263,0.461,0.3,0.4,0.3,1.294,0.524,25013
欧冠,165.0,0.465,0.227,0.308,0.509,0.188,0.303,1.834,0.4,25013
欧协联,55.0,0.473,0.244,0.282,0.436,0.309,0.255,1.256,0.534,25013
欧国联,112.0,0.446,0.244,0.31,0.438,0.241,0.321,0.073,0.964,25013
欧洲杯,51.0,0.41,0.256,0.333,0.333,0.373,0.294,3.65,0.161,25013
欧洲超级杯,1.0,0.615,0.211,0.174,1.0,0.0,0.0,0.627,0.731,25013
欧联,146.0,0.469,0.24,0.29,0.486,0.253,0.26,0.652,0.722,25013
欧预赛,8.0,0.505,0.262,0.233,0.625,0.25,0.125,0.631,0.73,25013
法乙,93.0,0.411,0.282,0.307,0.473,0.247,0.28,1.514,0.469,25013
法国杯,11.0,0.456,0.224,0.32,0.545,0.273,0.182,0.962,0.618,25013
法甲,133.0,0.437,0.247,0.316,0.398,0.271,0.331,0.857,0.651,25013
瑞典超,66.0,0.443,0.25,0.306,0.591,0.091,0.318,9.952,0.007,25013
社区盾杯,1.0,0.508,0.243,0.249,0.0,1.0,0.0,3.117,0.21,25013
美洲杯,31.0,0.462,0.248,0.29,0.387,0.323,0.29,1.071,0.585,25013
美职,65.0,0.506,0.238,0.256,0.569,0.2,0.231,1.063,0.588,25013
英冠,131.0,0.427,0.262,0.312,0.427,0.244,0.328,0.264,0.877,25013
英甲,10.0,0.379,0.268,0.354,0.6,0.4,0.0,5.481,0.065,25013
英超,320.0,0.45,0.227,0.324,0.412,0.275,0.312,4.39,0.111,25013
荷乙,61.0,0.458,0.237,0.305,0.393,0.262,0.344,1.015,0.602,25013
荷兰杯,4.0,0.451,0.172,0.378,0.5,0.25,0.25,0.337,0.845,25013
荷甲,38.0,0.394,0.231,0.376,0.316,0.289,0.395,1.19,0.552,25013
葡萄牙杯,5.0,0.415,0.257,0.327,0.4,0.4,0.2,0.646,0.724,25013
葡超,75.0,0.424,0.239,0.337,0.373,0.267,0.36,0.799,0.671,25013
西甲,219.0,0.441,0.259,0.3,0.443,0.256,0.301,0.012,0.994,25013
解放者杯,21.0,0.52,0.254,0.226,0.429,0.286,0.286,0.748,0.688,25013
足总杯,17.0,0.497,0.201,0.302,0.529,0.235,0.235,0.383,0.826,25013
非洲杯,1.0,0.317,0.325,0.358,0.0,1.0,0.0,2.076,0.354,25013
J2联赛,12.0,0.309,0.275,0.417,0.333,0.25,0.417,0.05,0.975,25014
J联赛,25.0,0.418,0.27,0.311,0.52,0.36,0.12,4.301,0.116,25014
世亚预,80.0,0.482,0.212,0.306,0.412,0.312,0.275,4.841,0.089,25014
世南美预,17.0,0.456,0.252,0.292,0.588,0.412,0.0,7.347,0.025,25014
亚冠,35.0,0.498,0.231,0.272,0.6,0.286,0.114,4.389,0.111,25014
友谊赛,40.0,0.536,0.224,0.24,0.475,0.3,0.225,1.333,0.513,25014
国王杯,3.0,0.51,0.279,0.212,0.333,0.667,0.0,2.437,0.296,25014
天皇杯,31.0,0.385,0.24,0.376,0.452,0.097,0.452,3.475,0.176,25014
奥运女足,22.0,0.468,0.214,0.318,0.5,0.045,0.455,4.264,0.119,25014
奥运男足,27.0,0.421,0.24,0.339,0.481,0.111,0.407,2.465,0.292,25014
德乙,57.0,0.431,0.251,0.317,0.456,0.175,0.368,1.859,0.395,25014
德国杯,18.0,0.449,0.21,0.341,0.611,0.111,0.278,2.098,0.35,25014
德甲,246.0,0.45,0.227,0.322,0.427,0.24,0.333,0.555,0.758,25014
德超杯,1.0,0.549,0.232,0.219,0.0,1.0,0.0,3.308,0.191,25014
意大利杯,18.0,0.579,0.237,0.184,0.778,0.056,0.167,3.749,0.153,25014
意甲,231.0,0.422,0.26,0.319,0.364,0.338,0.299,7.517,0.023,25014
意超杯,1.0,0.535,0.266,0.199,1.0,0.0,0.0,0.869,0.648,25014
挪超,67.0,0.468,0.237,0.295,0.373,0.299,0.328,2.612,0.271,25014
日联杯,10.0,0.276,0.263,0.461,0.3,0.4,0.3,1.294,0.524,25014
欧冠,165.0,0.465,0.227,0.308,0.509,0.188,0.303,1.834,0.4,25014
欧协联,55.0,0.473,0.244,0.282,0.436,0.309,0.255,1.256,0.534,25014
欧国联,112.0,0.446,0.244,0.31,0.438,0.241,0.321,0.073,0.964,25014
欧洲杯,51.0,0.41,0.256,0.333,0.333,0.373,0.294,3.65,0.161,25014
欧洲超级杯,1.0,0.615,0.211,0.174,1.0,0.0,0.0,0.627,0.731,25014
